assembly_accession	origin	terminus	length
GCF_014100815.1	1541840	621590	1911458
GCF_016629545.1	2190	1000160	1954551
GCF_016865275.1	2190	1093670	2042948
GCF_016865295.1	2190	1093660	2041893
GCF_900604845.1	1705780	688900	2021843
GCF_008727115.1	18110	2049630	4136480
GCF_014076415.1	5934370	2881360	5943463
GCF_014076475.1	5718110	2860040	5726362
GCF_016599875.1	1406130	4221250	5497097
GCF_000750905.1	5839950	2383420	6762448
GCF_000763245.3	6320	3453840	6834257
GCF_000816985.1	2518650	5756080	6603099
GCF_000829255.1	6820330	3263610	6850954
GCF_000829275.1	801940	4548980	6814936
GCF_000829885.1	3679690	6709590	6712339
GCF_000981825.1	7475400	3747860	7497593
GCF_000988505.1	6690	3437130	7099963
GCF_001077475.1	5952690	2809170	6368008
GCF_001293085.1	6478610	3120570	6500439
GCF_001447845.1	2233660	5545560	6400418
GCF_001457615.1	6294730	3037560	6316979
GCF_001482325.1	1481090	4742610	6431911
GCF_001515845.2	6913090	3333690	6934277
GCF_001515915.2	6773980	3213850	6795741
GCF_001516005.1	2466660	5568540	6322459
GCF_001516105.1	1631560	4787470	6456866
GCF_001516165.2	6590	3372220	6808844
GCF_001516185.2	6703190	2973910	6791731
GCF_001516205.2	6755730	3232390	6777566
GCF_001516225.2	49810	3842860	6896700
GCF_001516245.2	6496110	3125280	6517340
GCF_001516265.1	4648220	1025490	7273258
GCF_001516305.2	6600	3127120	6334378
GCF_001516325.2	6547090	3134680	6568228
GCF_001516345.1	3796680	37870	6836415
GCF_001516365.2	6438230	3164580	6460023
GCF_001516385.1	3530150	148940	6897231
GCF_001518975.1	2540	3139840	6364583
GCF_001542795.2	6327580	3075600	6348761
GCF_001542835.1	1405470	4965470	6794354
GCF_001547955.1	7068930	3495800	7090694
GCF_001548135.1	6591420	3337390	6613260
GCF_001548335.1	6853500	3441510	6897018
GCF_001594325.2	6597000	3170180	6618768
GCF_001606045.1	6348890	3116320	6370730
GCF_001618925.1	3569020	8320	6827737
GCF_001632245.1	2066030	5442150	7021552
GCF_001679685.1	3192820	6379400	6430493
GCF_001687285.1	6810930	3250140	6833187
GCF_001721745.1	6560	3194210	6643823
GCF_001721765.1	6621210	3194210	6642996
GCF_001721785.1	194610	3777910	6645477
GCF_001721805.1	6660800	3194210	6681975
GCF_001721825.1	6560	3194210	6681981
GCF_001721845.1	6661410	3195450	6683204
GCF_001722005.2	5466130	1815820	6641902
GCF_001722025.1	6560	3194210	6681992
GCF_001722045.1	6617320	3194210	6639108
GCF_001729505.1	6254780	3086320	6276434
GCF_001750705.1	2675660	6061860	6866790
GCF_001792835.1	6686450	3294270	6721480
GCF_001792855.1	6320	3431840	6928736
GCF_001792875.1	6320	3542560	7006578
GCF_001870265.1	6983670	3405900	7018690
GCF_001874465.1	6447610	3057950	6723378
GCF_001879525.1	70	3246490	6504659
GCF_001900195.1	6200	3077430	6213026
GCF_001900225.1	6200	3077430	6213029
GCF_001900265.1	6191000	2857930	6213276
GCF_002075065.1	6422960	3190860	6445239
GCF_002085605.1	7373380	3671510	7380063
GCF_002085755.1	7010340	3320820	7040952
GCF_002104595.1	6963630	3462970	6985102
GCF_002104615.1	6871420	3462960	6893164
GCF_002116945.1	3760	3090080	6368297
GCF_002116985.1	810	3113820	6349902
GCF_002117025.1	3262120	6498830	6499441
GCF_002117045.1	4404610	1115140	6401521
GCF_002192475.1	6560	3516350	7008516
GCF_002192495.1	7219810	3698970	7241575
GCF_002205335.1	6544940	3171030	6566724
GCF_002205355.1	6560	3692170	7148302
GCF_002205375.1	6320	3841400	7050510
GCF_002208645.1	8290	3992980	7411863
GCF_002215345.1	6793940	3369490	6816227
GCF_002223805.1	6639690	3261090	6661962
GCF_002237405.1	3740370	2990	6952237
GCF_002237425.1	1874820	5442410	6943220
GCF_002287725.2	5680	3485090	6930893
GCF_002411865.3	6903630	3387620	6925889
GCF_002442855.1	6590	3163670	6334472
GCF_002753655.1	6598570	3101840	6621378
GCF_002812825.1	6441080	3226270	6526814
GCF_002812845.1	6554920	3263840	6638559
GCF_002812865.1	6600	3162320	6437515
GCF_002812885.1	6600	3162320	6434352
GCF_002812905.2	6724310	3383300	6752906
GCF_002812925.2	6724310	3383300	6752906
GCF_002946935.1	6623260	3135190	6645227
GCF_002968515.1	5218210	1918200	6463575
GCF_002968585.1	4631200	1125150	6747010
GCF_002968655.1	7001380	3594530	7240677
GCF_002968695.1	5518450	2083640	7012922
GCF_002968755.1	1236940	4374220	6586916
GCF_002968955.1	1745910	5414540	7162784
GCF_002997005.1	3076840	6383700	6822666
GCF_003025345.2	6097550	2950930	6118054
GCF_003028335.1	6636720	2762180	7050928
GCF_003052005.2	5840	3522580	6886080
GCF_003060845.1	6080	3783000	6867314
GCF_003073615.1	5511890	2012070	6853499
GCF_003073695.1	6563410	3113840	6584825
GCF_003073735.1	7104280	3551390	7125975
GCF_003073795.1	6228790	2493080	7267567
GCF_003073895.1	253210	3752240	7139518
GCF_003074095.1	6146740	2327510	7167215
GCF_003074115.1	3508180	69110	6776714
GCF_003193645.1	5116440	1860980	6475581
GCF_003194245.1	4767980	1286400	6859232
GCF_003204335.1	6795860	3287780	6799785
GCF_003206535.1	5518750	2041100	7038012
GCF_003288335.1	4668060	1431630	6303875
GCF_003288355.1	1352130	4781130	6540996
GCF_003288435.1	3060480	6519730	6685102
GCF_003319235.1	2559190	6091240	6876988
GCF_003332705.2	6788120	3256450	6810079
GCF_003347525.2	4619590	1380600	6468334
GCF_003369735.1	6040	3315970	6868832
GCF_003369755.1	7084860	3542490	7106857
GCF_003369775.1	344910	4101870	6831076
GCF_003408495.1	5390	3427200	6940949
GCF_003411785.2	5960	3346550	6879622
GCF_003429185.1	9640	3233980	6546467
GCF_003429205.1	6482280	3136480	6503460
GCF_003433235.1	7066130	3351240	7097241
GCF_003441515.1	513880	4290220	6869565
GCF_003441535.1	453690	4230730	6871984
GCF_003441555.1	423210	3719640	6872115
GCF_003441575.1	1460	3457060	6515212
GCF_003571505.1	6968550	3550140	6972899
GCF_003571805.1	3265080	13820	6946231
GCF_003626935.1	6534590	2969550	6876113
GCF_003641125.1	698800	4555720	7030474
GCF_003665495.1	2057700	5234130	6714842
GCF_003716765.1	6843750	3315110	6877287
GCF_003795165.1	7133770	3528810	7156017
GCF_003798105.1	6110	3644380	7079598
GCF_003798125.1	6684520	3201680	6706800
GCF_003798145.1	6000	3401750	6729216
GCF_003812165.1	3871180	61530	6928914
GCF_003812885.1	3223210	6699740	6999770
GCF_003812905.1	2724220	5907180	6865838
GCF_003813005.1	1380250	4953620	7029824
GCF_003813025.1	63250	3812560	7119105
GCF_003950015.1	3074460	6533420	7047704
GCF_003950255.1	6241420	2549970	6937609
GCF_003952325.1	6358660	3105580	6744658
GCF_003952745.1	5868800	2425910	6264451
GCF_003952765.1	5886380	2442420	6264422
GCF_003957825.1	6236240	3074460	6258491
GCF_003991465.1	5346810	1643430	7005215
GCF_004000495.1	6728510	3232610	6750271
GCF_004010895.1	5500040	1934120	6824837
GCF_004014755.1	5846130	2420130	6241875
GCF_004102665.1	6362030	3086690	6383803
GCF_004193735.1	4122500	764720	6902135
GCF_004291075.1	5457850	1710360	6819140
GCF_004346985.1	3626610	299720	6665262
GCF_004347005.1	1688900	5197250	6382137
GCF_004347025.1	6086500	2685750	6283481
GCF_004347045.1	1331100	4778520	6271764
GCF_004355125.1	6351380	2925050	6373139
GCF_004355145.1	6590	3152430	6373893
GCF_004769055.1	5885140	2435650	6281520
GCF_005154325.1	6048500	2669420	6811689
GCF_005305005.1	6518620	3200330	6539894
GCF_006364735.1	5745650	2648940	6263676
GCF_006364795.1	69200	3448320	6792215
GCF_006971785.1	6505890	3147520	6527298
GCF_007559065.1	6786940	3181330	6809062
GCF_007559085.1	6594630	3217960	6616247
GCF_007559105.1	2474190	5810110	6714255
GCF_007559125.1	2378300	5537480	6514208
GCF_007566955.1	5787610	2386540	6185611
GCF_007567125.1	5432950	2087290	6382154
GCF_007567285.1	4264710	1030860	6267146
GCF_007833895.1	4732510	1470350	6756154
GCF_008033725.1	6479590	3111290	6501414
GCF_008033745.1	6459870	3110450	6481697
GCF_008033765.1	6464550	3125370	6486336
GCF_008195485.1	6983720	3363630	7012798
GCF_008245185.1	6101130	2966820	6123373
GCF_008330985.1	6359570	2824790	6427888
GCF_008370085.1	6418680	3139120	6449272
GCF_008705235.1	6790860	3337850	6813135
GCF_009497675.1	6904870	3359890	6926363
GCF_009648875.1	5397220	2101380	6441924
GCF_009662315.1	6010	3584230	7190208
GCF_009664165.1	6704210	3294540	6835731
GCF_009676765.1	7321820	3613130	7344079
GCF_009676785.1	7321330	3613130	7343000
GCF_009676885.1	6715150	3233900	6737396
GCF_009720405.1	6759840	3340810	6782092
GCF_009720425.1	6551320	3144700	6573638
GCF_009799985.1	5886350	2441860	6264398
GCF_009800005.1	6188630	2747970	6264398
GCF_009800025.1	5868660	2429020	6264405
GCF_009800045.1	6188650	2747980	6264423
GCF_009800065.1	6165490	2721630	6264405
GCF_009800085.1	6188660	2747950	6264433
GCF_009800105.1	5868770	2429020	6264417
GCF_009800125.1	5868770	2429030	6264417
GCF_009800145.1	5734150	2368110	6129812
GCF_009800165.1	5868710	2428950	6264350
GCF_009867055.1	6277620	3038050	6299465
GCF_009905195.1	1176650	4280880	6335031
GCF_009911735.1	28270	3541160	6397159
GCF_011045375.1	6260410	3038590	6282181
GCF_011106815.1	6693870	3235050	6716578
GCF_011466835.1	6776000	3340450	6797918
GCF_012276675.1	5985460	2486380	6375262
GCF_012935295.1	6210	3065440	6288195
GCF_012971705.1	5990	3233670	6680465
GCF_013114915.1	6824210	3509120	6859176
GCF_013114935.1	6778630	3509110	6813604
GCF_013114955.1	11960	3506950	6850320
GCF_013122735.1	4818520	1355940	6297536
GCF_013200975.1	3256560	280	6335471
GCF_013201015.1	5927260	2514180	6815777
GCF_013201095.1	5890	3222340	6543892
GCF_013201115.1	5490560	1330160	7564383
GCF_013255565.1	2993860	6417300	6924367
GCF_013260445.1	6474920	3184470	6496756
GCF_013305645.2	6080	3353200	6870662
GCF_013305765.1	6253360	3085970	6275136
GCF_013305815.1	6245080	2912010	6266737
GCF_013305845.1	6253460	3085960	6275114
GCF_013341295.1	6560	3180870	6390212
GCF_013341315.1	10600	3738440	6780782
GCF_013343315.1	6120	3407980	6546693
GCF_013343335.1	34730	3775090	6805219
GCF_013343355.1	6392640	3162610	6414921
GCF_013343375.1	6446100	2881600	6506945
GCF_013343395.1	190080	3874510	6716245
GCF_013343415.1	6043600	2868810	6065263
GCF_013343435.1	6029760	3054420	6052044
GCF_013343455.1	6010	3107760	6298009
GCF_013343475.1	6010	3156460	6386887
GCF_013343495.1	6500170	3148360	6522476
GCF_013343515.1	6908340	3453190	6930600
GCF_013343535.1	5956670	2439940	6394923
GCF_013343555.1	6207650	3016480	6229931
GCF_013343575.1	6535930	3076400	6557595
GCF_013347245.1	6810590	3202550	6832395
GCF_013375755.1	6248930	3047350	6270806
GCF_013375775.1	6486220	3187870	6508126
GCF_013375795.1	6474920	3136640	6496201
GCF_013375815.1	6580	3607140	7025666
GCF_013375835.1	6057030	2663670	6170158
GCF_013375855.1	8290	3635150	7123084
GCF_013375875.1	6844150	3534300	6866206
GCF_013375895.1	1376130	4944650	7145398
GCF_013375915.1	7024380	3412290	7046451
GCF_013376775.1	5669410	2304280	6770626
GCF_013393665.2	7025360	3557890	7056430
GCF_013393685.1	8120	3643880	7153217
GCF_013393705.1	9420	3781090	6874270
GCF_013394455.1	6557570	3051520	6579572
GCF_013394475.2	7126670	3539790	7157752
GCF_013395035.1	1735350	5009550	6490014
GCF_013414905.1	5868770	2425890	6264519
GCF_013414925.1	5868730	2428970	6264482
GCF_013414945.1	5868690	2429010	6264534
GCF_013414965.1	5868730	2425950	6264575
GCF_013414985.1	5868730	2429060	6264575
GCF_013415005.1	5868770	2429010	6264523
GCF_013415025.1	5868770	2429000	6264523
GCF_013415045.1	5868880	2429080	6264654
GCF_013415065.1	5868760	2428980	6264506
GCF_013415085.1	5869100	2429140	6264758
GCF_013467585.1	5670680	2454870	6490020
GCF_013467605.1	538700	3754520	6490021
GCF_014109785.1	6788030	3511390	6823040
GCF_014155905.1	7070460	3373810	7092673
GCF_014217315.1	6726040	3206430	6747067
GCF_014467035.1	9490	3075210	6438945
GCF_014490645.1	6528970	3224540	6550149
GCF_014775635.1	6154350	2536270	6580692
GCF_014792125.1	6252750	2607250	6893878
GCF_014854655.1	4729740	1418530	6520277
GCF_014930935.1	5471290	2305390	6229397
GCF_015034565.1	6054080	2365800	6735669
GCF_015697465.1	6470590	3229360	6480192
GCF_015697605.1	80	3225020	6325392
GCF_015697645.1	10	3796610	6935851
GCF_015697665.1	7081650	3479460	7087087
GCF_015832055.1	6976990	3330330	7013659
GCF_015832075.1	6887010	3293110	6909254
GCF_016064595.1	192040	4061060	7044064
GCF_016105505.1	7134730	3494570	7157191
GCF_016105665.1	6456320	3138710	6478778
GCF_016105885.1	6638470	3196100	6660255
GCF_016107485.1	6253810	3086320	6275467
GCF_016126955.1	3566280	14700	6842475
GCF_016134915.1	6010	3139840	6552683
GCF_016584725.1	225250	3673820	6534364
GCF_016743035.1	6352310	3091030	6374121
GCF_016743115.1	6826320	3302510	6857397
GCF_016745115.1	6080	3550860	7177049
GCF_016745135.1	3240	3695140	6904218
GCF_016745155.1	6964830	3323000	7043467
GCF_016745175.1	6230	3562680	7103853
GCF_016745195.1	3240	3696000	6905506
GCF_016811975.1	5454910	2010370	6950174
GCF_016864415.1	4888880	1258170	7130555
GCF_016919425.1	5132190	1869890	6398774
GCF_016925455.1	203180	3912240	6754571
GCF_016925475.1	11490	3673600	6847382
GCF_017378395.1	2593050	5818270	6638990
GCF_017378475.1	2593040	5818260	6638980
GCF_017900915.1	6580640	3207500	6602988
GCF_018138045.1	7330	3673270	7137026
GCF_018138065.1	6367620	3154870	6389938
GCF_018141565.1	3562300	83750	6715242
GCF_018141625.1	2066740	5586780	6742928
GCF_018141645.1	5297250	1812060	6560248
GCF_018279245.1	6827000	3346070	7168136
GCF_018279265.1	1602750	4951500	6878937
GCF_018279285.1	5984530	2502510	7080089
GCF_018279305.1	2546170	5896700	6734601
GCF_018409365.1	6390100	3153910	6411763
GCF_018448985.1	6801200	3296740	6932250
GCF_900070375.1	6254700	3086810	6276469
GCF_900095805.1	6520270	3175520	6541482
GCF_900149285.1	6266870	3054470	6288645
GCF_900243355.1	253350	554360	555265
GCF_900497025.1	7171550	3644210	7207057
GCF_900618245.1	28420	3589100	6493562
GCF_900618255.1	3092230	10560	6451470
GCF_900618265.1	3729380	402690	6452809
GCF_900618275.1	6411680	3086250	6433962
GCF_900618285.1	6080	3462330	6931425
GCF_900618305.1	3299230	6777200	6941287
GCF_900618315.1	6411690	3086210	6433960
GCF_900618325.1	6411850	3086310	6434133
GCF_900618335.1	6411750	3086200	6434020
GCF_900636735.1	5546040	2318070	6766292
GCF_900636755.1	6818310	3264560	6839985
GCF_900636975.1	1808660	5130310	6765311
GCF_900637045.1	2952600	6083530	6363395
GCF_902703185.1	6600070	3187370	6621209
GCF_902703195.1	6560	3413580	6831274
GCF_902703215.1	6458090	3129910	6479881
GCF_904866275.1	6248130	3031900	6270455
GCF_905071885.1	6910170	3277060	6931859
GCF_002374815.1	740	1871550	3669595
GCF_000755805.1	1868230	1410	3760231
GCF_000974835.2	6367810	2837460	6419376
GCF_001718395.1	119450	2016400	3728457
GCF_001718835.1	94610	1881570	3750729
GCF_002209085.2	1212790	3087920	3779906
GCF_002407525.2	1796840	3704730	3779890
GCF_009586235.1	78800	1900100	3688624
GCF_014854795.1	3227180	1379890	3683734
GCF_904865725.1	73860	2066210	3799937
GCF_002205555.1	1826370	10340	3385620
GCF_004102925.1	774540	2373490	3551819
GCF_016127655.1	211490	2162860	3549082
GCF_000730425.1	3869950	805660	6064456
GCF_001307155.1	2287540	5522620	6391871
GCF_001307275.1	2549510	6043940	7119102
GCF_001623525.1	4791250	1365600	6921098
GCF_001708445.1	1718280	5357900	6641144
GCF_001708465.1	1842250	5066980	6606606
GCF_001747385.1	4895950	1855510	5841722
GCF_001878715.1	28210	3192380	5758958
GCF_002865505.1	6589850	3331080	6610571
GCF_002879715.1	511550	4288810	6869391
GCF_003055645.1	6196750	3180880	6207556
GCF_003352875.1	6176430	3066840	6313875
GCF_003410335.1	5502380	2272280	6610362
GCF_003612935.1	6788330	3420460	6791087
GCF_003626995.1	6005850	3014090	6030573
GCF_004683905.1	6131800	3074920	6140320
GCF_010448615.1	220750	3477770	6418441
GCF_010668965.1	3199160	6449920	6766899
GCF_012974785.1	6325360	3224450	6336169
GCF_013401475.1	4381370	1318000	6109123
GCF_015074865.1	277150	3766870	6957239
GCF_016728065.1	4258110	1216630	6134597
GCF_017498465.1	6497730	3456220	6498941
GCF_017948385.1	3028940	6396330	6790443
GCF_018502625.1	5718500	2434980	6481491
GCF_900475215.1	1840	3366350	6515171
GCF_900636635.1	5631050	2164320	6866429
GCF_900636825.1	6030630	2967240	6033966
GCF_001543265.1	5093690	2651540	5101809
GCF_002128325.1	4991680	2503630	5001447
GCF_002205455.1	3479540	760050	5072304
GCF_015476275.1	209310	2687190	5072729
GCF_015767515.1	209250	2684770	4940458
GCF_003574215.1	8580	1149180	2223143
GCF_002155165.1	5215580	2575780	5238364
GCF_002442555.1	285620	2926050	5157724
GCF_003008615.1	2248160	5093760	5773548
GCF_017798225.1	2063320	4751010	5227630
GCF_900636545.1	47720	2648820	5192837
GCF_900626055.1	2434390	5141840	5623977
GCF_000691565.1	6450850	3189570	6484062
GCF_001515585.1	9380	2835820	5715815
GCF_001630725.2	2740	3468570	6656695
GCF_001636055.1	468670	3356210	5808624
GCF_001886975.1	6011960	2835050	6031212
GCF_001908395.1	6119050	3032100	6267580
GCF_002025705.1	1120	2766380	6137024
GCF_002356095.1	6575330	3108610	6583377
GCF_002736045.1	6158910	2985100	6180967
GCF_002736125.1	6071190	3074140	6093023
GCF_002741075.1	5707520	2521380	5794410
GCF_003228315.1	4236330	854820	6845198
GCF_003290365.1	9300	2949590	5848357
GCF_003671955.1	10080	2980890	6011680
GCF_005080685.1	6475550	3105340	6495886
GCF_007833495.1	1660030	4800410	6368486
GCF_008605605.1	5396460	2731150	5413503
GCF_009883635.2	2644820	5803960	6190190
GCF_009938035.1	512030	3319950	5681150
GCF_013305625.1	3530	3054550	6165619
GCF_013425825.1	6336680	3238020	6337358
GCF_014076515.1	1729010	4685490	6045913
GCF_014162535.1	5553650	2759570	5575079
GCF_014169055.1	6030	2669710	5467790
GCF_014217705.1	5925220	3006850	5952420
GCF_014726755.1	6290	3088470	5793382
GCF_014764425.1	3230	3337630	6511858
GCF_014854555.1	1652180	4177200	5604657
GCF_016406145.1	3610	2908040	5774421
GCF_018141045.1	6025160	2818920	6053381
GCF_900636645.1	3190	2876010	6134366
GCF_001299555.1	357600	2145910	3412138
GCF_001586135.1	84890	2001900	3579824
GCF_001587135.1	1113010	3037510	3509932
GCF_001587155.1	2084670	184160	3460461
GCF_001663415.1	20140	2078160	3844764
GCF_001708525.1	3166080	1339670	3462505
GCF_001891105.1	8130	2178900	3949527
GCF_002162015.1	946450	2913330	3930849
GCF_002220465.1	1544110	3513820	3832354
GCF_002501565.1	350600	2145900	3412138
GCF_002549815.1	350890	2145890	3411957
GCF_002894285.1	81750	1970020	3788542
GCF_003515145.1	20080	1953230	3517093
GCF_003515165.1	16080	1956030	3566822
GCF_003515185.1	3565720	1803320	3569709
GCF_003515205.1	13370	1911920	3483386
GCF_003515225.1	23530	2042950	3672745
GCF_003515245.1	3741220	1955250	3745577
GCF_003515265.1	3565700	1799320	3569696
GCF_003515285.1	5150	2100190	3955538
GCF_003515345.1	3782660	2019500	3786687
GCF_003515365.1	94640	2092630	3716376
GCF_003515405.1	96520	2092830	3714282
GCF_003515425.1	17140	1943250	3532889
GCF_003515445.1	84890	2008720	3589215
GCF_003515485.1	17140	1943180	3532837
GCF_003515505.1	84890	2007300	3590102
GCF_003515525.1	17140	1943230	3532888
GCF_003515545.1	3939710	2132510	3944067
GCF_003515565.1	94650	2092790	3716587
GCF_003515585.1	3938880	2131330	3942912
GCF_003515605.1	5170	2110760	3837023
GCF_003515625.1	3865790	2076170	3870145
GCF_003576625.1	15000	2186100	3948929
GCF_003590585.2	66860	2022810	3630670
GCF_003590605.1	95680	1943230	3480799
GCF_003590625.2	3655220	1984390	3656700
GCF_003595325.1	3633310	1922570	3653034
GCF_003612975.2	3413410	1875010	3417125
GCF_003860665.1	975470	3370330	5003359
GCF_003860685.1	25490	2440320	5195693
GCF_003860705.1	3624680	774800	5351985
GCF_003860725.1	1645720	3977510	5081426
GCF_003860745.1	5360310	2946960	5362479
GCF_003860765.1	472060	3258860	5068052
GCF_003999715.1	3451690	1560490	3890347
GCF_006088755.1	310570	2308230	3658282
GCF_011290405.1	3430	2062520	3827697
GCF_011290425.1	4370	1814240	3806317
GCF_011290445.1	3801500	1979920	3806317
GCF_011290465.1	3801500	1979920	3806317
GCF_013306015.1	3868940	2049400	3873222
GCF_013306095.1	4900	2150320	3944010
