assembly_accession	species	subsp	strain
GCF_008026375.1	Helicobacter pylori		C-Mx-2011-152
GCF_008026815.1	Helicobacter pylori		C-Mx-2011-145
GCF_008027235.1	Helicobacter pylori		C-Mx-2010-5
GCF_008027395.1	Helicobacter pylori		C-Mx-2010-3
GCF_008027775.1	Helicobacter pylori		C-Mx-2008-31
GCF_008032975.1	Helicobacter pylori		G-Mx-2006-152
GCF_008033015.1	Helicobacter pylori		G-Mx-2005-108
GCF_008033075.1	Helicobacter pylori		G-Mx-2003-108
GCF_008281125.1	Helicobacter pylori		C-Mx-2010-12
GCF_008326525.1	Helicobacter pylori		TN2wt
GCF_010917155.1	Helicobacter pylori		GCT 27
GCF_010917555.1	Helicobacter pylori		GCT 43
GCF_010917675.1	Helicobacter pylori		GCT 97
GCF_011456275.1	Helicobacter pylori		H1
GCF_011456295.1	Helicobacter pylori		125C7
GCF_011456315.1	Helicobacter pylori		125A3
GCF_011456475.1	Helicobacter pylori		119C10
GCF_011456665.1	Helicobacter pylori		119A2
GCF_011456895.1	Helicobacter pylori		103C8
GCF_011457115.1	Helicobacter pylori		103A4
GCF_011457355.1	Helicobacter pylori		87C7
GCF_011457615.1	Helicobacter pylori		87A3
GCF_011457815.1	Helicobacter pylori		81C9
GCF_011458015.1	Helicobacter pylori		81A1
GCF_011458095.1	Helicobacter pylori		78C8
GCF_011458315.1	Helicobacter pylori		78A3
GCF_011462215.1	Helicobacter pylori		48C8
GCF_011462375.1	Helicobacter pylori		48A2
GCF_011462575.1	Helicobacter pylori		29C8
GCF_011462735.1	Helicobacter pylori		29A2
GCF_011462915.1	Helicobacter pylori		12C8
GCF_011463035.1	Helicobacter pylori		12A3
GCF_011463055.1	Helicobacter pylori		8C10
GCF_011463175.1	Helicobacter pylori		8A3
GCF_013122035.1	Helicobacter pylori		HP9192
GCF_013122055.1	Helicobacter pylori		HP1352
GCF_013122115.1	Helicobacter pylori		HPY
GCF_016464445.1	Helicobacter pylori		D1801431
GCF_016464465.1	Helicobacter pylori		D1801434
GCF_016464475.1	Helicobacter pylori		D1801435
GCF_016464485.1	Helicobacter pylori		D1801432
GCF_016464525.1	Helicobacter pylori		D1802583
GCF_016464545.1	Helicobacter pylori		D1802584
GCF_016464565.1	Helicobacter pylori		D1802585
GCF_016464575.1	Helicobacter pylori		D1802586
GCF_016747995.1	Helicobacter pylori		ASHA-001
GCF_016748085.1	Helicobacter pylori		ASHA-002
GCF_016748175.1	Helicobacter pylori		ASHA-003
GCF_016748265.1	Helicobacter pylori		ASHA-004
GCF_016748415.1	Helicobacter pylori		ASHA-005
GCF_016748555.1	Helicobacter pylori		LIM-010
GCF_016748675.1	Helicobacter pylori		LIM-009
GCF_016748795.1	Helicobacter pylori		LIM-008
GCF_016748925.1	Helicobacter pylori		LIM-007
GCF_016749025.1	Helicobacter pylori		LIM-006
GCF_016749085.1	Helicobacter pylori		LIM-005
GCF_016749215.1	Helicobacter pylori		LIM-003
GCF_016749335.1	Helicobacter pylori		LIM-001
GCF_016749455.1	Helicobacter pylori		PUNO-010
GCF_016749575.1	Helicobacter pylori		PUNO-009
GCF_016749715.1	Helicobacter pylori		PUNO-008
GCF_016749815.1	Helicobacter pylori		PUNO-007
GCF_016755615.1	Helicobacter pylori		PUNO-004
GCF_016755635.1	Helicobacter pylori		PUNO-003
GCF_016755655.1	Helicobacter pylori		PUNO-002
GCF_016755675.1	Helicobacter pylori		PUNO-001
GCF_016755695.1	Helicobacter pylori		SHIM-014
GCF_016755715.1	Helicobacter pylori		SHIM-007
GCF_016755735.1	Helicobacter pylori		SHIM-002
GCF_016755755.1	Helicobacter pylori		ASHA-010
GCF_016755775.1	Helicobacter pylori		ASHA-009
GCF_016755795.1	Helicobacter pylori		ASHA-008
GCF_016755815.1	Helicobacter pylori		ASHA-006
GCF_016757535.1	Helicobacter pylori		LIM-002
GCF_016757555.1	Helicobacter pylori		PUNO-006
GCF_016757575.1	Helicobacter pylori		SHIM-011
GCF_016757595.1	Helicobacter pylori		SHIM-010
GCF_017821235.1	Helicobacter pylori		MT5118
GCF_017821275.1	Helicobacter pylori		MT5105
GCF_017821355.1	Helicobacter pylori		MT5125
GCF_017821475.1	Helicobacter pylori		MT5111
GCF_017821535.1	Helicobacter pylori		MT5135
GCF_017821595.1	Helicobacter pylori		MT5114
GCF_017821615.1	Helicobacter pylori		MT5119
GCF_017821635.1	Helicobacter pylori		MT5124
GCF_017821655.1	Helicobacter pylori		MT5136
GCF_900119955.1	Helicobacter pylori		HE171/09
GCF_900119995.1	Helicobacter pylori		HE143/09
GCF_900120055.1	Helicobacter pylori		HE178/09
GCF_900120135.1	Helicobacter pylori		HE132/09
GCF_900120185.1	Helicobacter pylori		HE134/09
GCF_900120205.1	Helicobacter pylori		HE141/09
GCF_900120225.1	Helicobacter pylori		HE136/09
GCF_900120255.1	Helicobacter pylori		HE101/09
GCF_900120275.1	Helicobacter pylori		HE142/09
GCF_900120315.1	Helicobacter pylori		HE170/09
GCF_900120335.1	Helicobacter pylori		HE147/09
GCF_900149805.1	Helicobacter pylori		BCM-300
GCF_900176185.1	Helicobacter pylori		HE93/10_v1
GCF_900638475.1	Helicobacter pylori		NCTC13345
GCF_902381665.1	Helicobacter pylori		MGYG-HGUT-01357
GCF_900198455.1	Helicobacter acinonychis		212_9
GCF_003130625.1	Helicobacter cinaedi		gHKSHhc_BC_20160917
GCF_003213725.2	Helicobacter cinaedi		P01D0000
GCF_003213825.2	Helicobacter cinaedi		P03D0629
GCF_003214155.2	Helicobacter cinaedi		P06D0798
GCF_003574195.1	Helicobacter cinaedi		MRY08-1234
GCF_014931095.1	Helicobacter cinaedi		D7095
GCF_014931155.1	Helicobacter cinaedi		2017D-0197
GCF_902381705.1	Helicobacter cinaedi		MGYG-HGUT-01432
GCF_900476215.1	Helicobacter mustelae		NCTC12198
GCF_004328865.1	Pseudoalteromonas carrageenovora		KCTC 22325
GCF_000740135.1	Brucella abortus		BDW
GCF_000740155.1	Brucella abortus		BER
GCF_000740175.1	Brucella abortus		NCTC 10505
GCF_000740295.1	Brucella abortus		63 75
GCF_000740315.1	Brucella abortus		BFY
GCF_000740945.1	Brucella abortus		3196
GCF_001043295.1	Brucella abortus		BAB8416
GCF_002262975.1	Brucella abortus		BD
GCF_002262995.1	Brucella abortus		MC
GCF_002895145.1	Brucella abortus		CIIMS-NV-4
GCF_003290345.1	Brucella abortus		A19
GCF_003675365.1	Brucella abortus		BJ1
GCF_003994435.1	Brucella abortus		IVRI/95
GCF_008761575.1	Brucella abortus		clpP
GCF_900095085.1	Brucella abortus		Wisconsin
GCF_002022105.1	Elizabethkingia meningoseptica		G4076
GCF_002022145.1	Elizabethkingia meningoseptica		G4120
GCF_002887275.1	Elizabethkingia meningoseptica		KC1913
GCF_011612125.1	Elizabethkingia meningoseptica		F2
GCF_900475375.1	Elizabethkingia meningoseptica		NCTC10016
GCF_003815995.1	Chryseobacterium balustinum		KC_1863
GCF_008705155.1	Empedobacter brevis		SE1-3
GCF_009834475.1	Empedobacter brevis		BCLYD2
GCF_004328965.1	Chryseobacterium gleum		110146
GCF_016766875.1	Chryseobacterium gleum		FDAARGOS_1103
GCF_900636535.1	Chryseobacterium gleum		NCTC11432
GCF_002025665.1	Chryseobacterium indologenes		AA5
GCF_002208925.2	Chryseobacterium indologenes		FDAARGOS_337
GCF_002591275.1	Chryseobacterium indologenes		FDAARGOS_379
GCF_003812605.1	Chryseobacterium indologenes		FDAARGOS_537
GCF_003812865.1	Chryseobacterium indologenes		FDAARGOS_510
GCF_003815935.1	Chryseobacterium indologenes		H5559
GCF_012273135.1	Chryseobacterium indologenes		FDAARGOS_648
GCF_016694815.1	Chryseobacterium indologenes		3125
GCF_018362995.1	Chryseobacterium indologenes		PgBE177
GCF_900683405.1	Chryseobacterium indologenes		3012STDY6981895
GCF_003815895.1	Chryseobacterium indoltheticum		G0211
GCF_003815915.1	Chryseobacterium indoltheticum		ATCC 27950
GCF_016657085.1	Chryseobacterium indoltheticum		POL15
GCF_016726985.1	Myroides odoratus		FDAARGOS_1131
GCF_016727005.1	Myroides odoratus		FDAARGOS_1132
GCF_016724845.1	Sphingobacterium spiritivorum		FDAARGOS_1146
GCF_016725325.1	Sphingobacterium spiritivorum		FDAARGOS_1145
GCF_016725645.1	Sphingobacterium spiritivorum		FDAARGOS_1144
GCF_901482695.1	Sphingobacterium thalpophilum		NCTC11429
GCF_001412545.1	Francisella tularensis		T01
GCF_001611815.4	Francisella tularensis		15NIIEG
GCF_001936015.1	Francisella tularensis		Schu4 F. tul Mut-127
GCF_003955775.1	Francisella tularensis		FDAARGOS_599
GCF_003955795.1	Francisella tularensis		FDAARGOS_598
GCF_003955815.1	Francisella tularensis		FDAARGOS_595
GCF_000834965.1	Francisella tularensis	novicida	DPG 3A-IS
GCF_001880205.1	Francisella tularensis	novicida	AL97-2214
GCF_001880245.1	Francisella tularensis	novicida	AZ06-7470
GCF_002952075.1	Francisella tularensis	novicida	TCH2015
GCF_004063735.1	Paracoccus denitrificans		ATCC 19367
GCF_007165405.1	Thermus thermophilus		AA2-29
GCF_007165645.1	Thermus thermophilus		AA2-20
GCF_007182855.1	Thermus thermophilus		HC11
GCF_014100815.1	Thermus thermophilus		HB27c
GCF_016629545.1	Thermus thermophilus		HB5018
GCF_016865275.1	Thermus thermophilus		HB5002
GCF_016865295.1	Thermus thermophilus		HB5008
GCF_900604845.1	Thermus thermophilus		TTHNAR1
GCF_008727115.1	Comamonas testosteroni		NFYY023
GCF_014076415.1	Comamonas testosteroni		T5-67
GCF_014076475.1	Comamonas testosteroni		R5-28
GCF_016599875.1	Comamonas testosteroni		G1
GCF_000750905.1	Pseudomonas aeruginosa		PSE305
GCF_000763245.3	Pseudomonas aeruginosa		CCBH4851
GCF_000816985.1	Pseudomonas aeruginosa		F22031
GCF_000829255.1	Pseudomonas aeruginosa		NCGM1984
GCF_000829275.1	Pseudomonas aeruginosa		NCGM1900
GCF_000829885.1	Pseudomonas aeruginosa		FRD1
GCF_000981825.1	Pseudomonas aeruginosa		Carb01 63
GCF_000988505.1	Pseudomonas aeruginosa		S04 90
GCF_001077475.1	Pseudomonas aeruginosa		F9676
GCF_001293085.1	Pseudomonas aeruginosa		PA1RG
GCF_001447845.1	Pseudomonas aeruginosa		VA-134
GCF_001457615.1	Pseudomonas aeruginosa		NCTC10332
GCF_001482325.1	Pseudomonas aeruginosa		12-4-4(59)
GCF_001515845.2	Pseudomonas aeruginosa		S86968
GCF_001515915.2	Pseudomonas aeruginosa		T38079
GCF_001516005.1	Pseudomonas aeruginosa		T52373
GCF_001516105.1	Pseudomonas aeruginosa		T63266
GCF_001516165.2	Pseudomonas aeruginosa		W16407
GCF_001516185.2	Pseudomonas aeruginosa		W36662
GCF_001516205.2	Pseudomonas aeruginosa		W45909
GCF_001516225.2	Pseudomonas aeruginosa		W60856
GCF_001516245.2	Pseudomonas aeruginosa		F23197
GCF_001516265.1	Pseudomonas aeruginosa		F30658
GCF_001516305.2	Pseudomonas aeruginosa		H5708
GCF_001516325.2	Pseudomonas aeruginosa		H27930
GCF_001516345.1	Pseudomonas aeruginosa		H47921
GCF_001516365.2	Pseudomonas aeruginosa		M1608
GCF_001516385.1	Pseudomonas aeruginosa		M37351
GCF_001518975.1	Pseudomonas aeruginosa		USDA-ARS-USMARC-41639
GCF_001542795.2	Pseudomonas aeruginosa		X78812
GCF_001542835.1	Pseudomonas aeruginosa		F9670
GCF_001547955.1	Pseudomonas aeruginosa		NCGM257
GCF_001548135.1	Pseudomonas aeruginosa		8380
GCF_001548335.1	Pseudomonas aeruginosa		IOMTU 133
GCF_001594325.2	Pseudomonas aeruginosa		F63912
GCF_001606045.1	Pseudomonas aeruginosa		N17-1
GCF_001618925.1	Pseudomonas aeruginosa		ATCC 27853
GCF_001632245.1	Pseudomonas aeruginosa		BAMCPA07-48
GCF_001679685.1	Pseudomonas aeruginosa		PA121617
GCF_001687285.1	Pseudomonas aeruginosa		ATCC 27853
GCF_001721745.1	Pseudomonas aeruginosa		PA_D1
GCF_001721765.1	Pseudomonas aeruginosa		PA_D2
GCF_001721785.1	Pseudomonas aeruginosa		PA_D9
GCF_001721805.1	Pseudomonas aeruginosa		PA_D16
GCF_001721825.1	Pseudomonas aeruginosa		PA_D22
GCF_001721845.1	Pseudomonas aeruginosa		PA_D25
GCF_001722005.2	Pseudomonas aeruginosa		DN1
GCF_001722025.1	Pseudomonas aeruginosa		PA_D5
GCF_001722045.1	Pseudomonas aeruginosa		PA_D21
GCF_001729505.1	Pseudomonas aeruginosa		ATCC 15692
GCF_001750705.1	Pseudomonas aeruginosa		FA-HZ1
GCF_001792835.1	Pseudomonas aeruginosa		PA1088
GCF_001792855.1	Pseudomonas aeruginosa		PA8281
GCF_001792875.1	Pseudomonas aeruginosa		PA11803
GCF_001870265.1	Pseudomonas aeruginosa		PA7790
GCF_001874465.1	Pseudomonas aeruginosa		B10W
GCF_001879525.1	Pseudomonas aeruginosa		Paer4_119
GCF_001900195.1	Pseudomonas aeruginosa		SCVFeb
GCF_001900225.1	Pseudomonas aeruginosa		SCVJan
GCF_001900265.1	Pseudomonas aeruginosa		NHmuc
GCF_002075065.1	Pseudomonas aeruginosa		PA_154197
GCF_002085605.1	Pseudomonas aeruginosa		RIVM-EMC2982
GCF_002085755.1	Pseudomonas aeruginosa		E6130952
GCF_002104595.1	Pseudomonas aeruginosa		PASGNDM699
GCF_002104615.1	Pseudomonas aeruginosa		PASGNDM345
GCF_002116945.1	Pseudomonas aeruginosa		M8A1
GCF_002116985.1	Pseudomonas aeruginosa		M8A4
GCF_002117025.1	Pseudomonas aeruginosa		M28A1
GCF_002117045.1	Pseudomonas aeruginosa		Pb18
GCF_002192475.1	Pseudomonas aeruginosa		Pa124
GCF_002192495.1	Pseudomonas aeruginosa		Pa58
GCF_002205335.1	Pseudomonas aeruginosa		Pa84
GCF_002205355.1	Pseudomonas aeruginosa		Pa127
GCF_002205375.1	Pseudomonas aeruginosa		Pa1242
GCF_002208645.1	Pseudomonas aeruginosa		Pa1207
GCF_002215345.1	Pseudomonas aeruginosa		PA83
GCF_002223805.1	Pseudomonas aeruginosa		L10
GCF_002237405.1	Pseudomonas aeruginosa		Ocean-1155
GCF_002237425.1	Pseudomonas aeruginosa		Ocean-1175
GCF_002287725.2	Pseudomonas aeruginosa		PPF-1
GCF_002411865.3	Pseudomonas aeruginosa		97
GCF_002442855.1	Pseudomonas aeruginosa		PA_150577
GCF_002753655.1	Pseudomonas aeruginosa		12939
GCF_002812825.1	Pseudomonas aeruginosa		PB369
GCF_002812845.1	Pseudomonas aeruginosa		PB368
GCF_002812865.1	Pseudomonas aeruginosa		PB353
GCF_002812885.1	Pseudomonas aeruginosa		PB354
GCF_002812905.2	Pseudomonas aeruginosa		PB350
GCF_002812925.2	Pseudomonas aeruginosa		PB367
GCF_002946935.1	Pseudomonas aeruginosa		F5677
GCF_002968515.1	Pseudomonas aeruginosa		AR_0360
GCF_002968585.1	Pseudomonas aeruginosa		AR_0354
GCF_002968655.1	Pseudomonas aeruginosa		AR_0353
GCF_002968695.1	Pseudomonas aeruginosa		AR_0230
GCF_002968755.1	Pseudomonas aeruginosa		AR_0356
GCF_002968955.1	Pseudomonas aeruginosa		AR_0357
GCF_002997005.1	Pseudomonas aeruginosa		AR_0095
GCF_003025345.2	Pseudomonas aeruginosa		CR1
GCF_003028335.1	Pseudomonas aeruginosa		MRSN12280
GCF_003052005.2	Pseudomonas aeruginosa		WCHPA075019
GCF_003060845.1	Pseudomonas aeruginosa		JB2
GCF_003073615.1	Pseudomonas aeruginosa		AR444
GCF_003073695.1	Pseudomonas aeruginosa		AR441
GCF_003073735.1	Pseudomonas aeruginosa		AR445
GCF_003073795.1	Pseudomonas aeruginosa		AR442
GCF_003073895.1	Pseudomonas aeruginosa		AR439
GCF_003074095.1	Pseudomonas aeruginosa		AR_0440
GCF_003074115.1	Pseudomonas aeruginosa		AR_0443
GCF_003193645.1	Pseudomonas aeruginosa		AR_0446
GCF_003194245.1	Pseudomonas aeruginosa		CCUG 70744
GCF_003204335.1	Pseudomonas aeruginosa		AR_0110
GCF_003206535.1	Pseudomonas aeruginosa		K34-7
GCF_003288335.1	Pseudomonas aeruginosa		AR_460
GCF_003288355.1	Pseudomonas aeruginosa		AR_455
GCF_003288435.1	Pseudomonas aeruginosa		AR_458
GCF_003319235.1	Pseudomonas aeruginosa		HS9
GCF_003332705.2	Pseudomonas aeruginosa		PA34
GCF_003347525.2	Pseudomonas aeruginosa		LV
GCF_003369735.1	Pseudomonas aeruginosa		Y89
GCF_003369755.1	Pseudomonas aeruginosa		Y82
GCF_003369775.1	Pseudomonas aeruginosa		Y31
GCF_003408495.1	Pseudomonas aeruginosa		Y71
GCF_003411785.2	Pseudomonas aeruginosa		PABL048
GCF_003429185.1	Pseudomonas aeruginosa		PABL012
GCF_003429205.1	Pseudomonas aeruginosa		PABL017
GCF_003433235.1	Pseudomonas aeruginosa		24Pae112
GCF_003441515.1	Pseudomonas aeruginosa		WPB100
GCF_003441535.1	Pseudomonas aeruginosa		WPB101
GCF_003441555.1	Pseudomonas aeruginosa		WPB099
GCF_003441575.1	Pseudomonas aeruginosa		WPB098
GCF_003571505.1	Pseudomonas aeruginosa		N15-01092
GCF_003571805.1	Pseudomonas aeruginosa		AR_0111
GCF_003626935.1	Pseudomonas aeruginosa		BA7823
GCF_003641125.1	Pseudomonas aeruginosa		268
GCF_003665495.1	Pseudomonas aeruginosa		6762
GCF_003716765.1	Pseudomonas aeruginosa		SP4528
GCF_003795165.1	Pseudomonas aeruginosa		BH9
GCF_003798105.1	Pseudomonas aeruginosa		H26027
GCF_003798125.1	Pseudomonas aeruginosa		H25883
GCF_003798145.1	Pseudomonas aeruginosa		H26023
GCF_003812165.1	Pseudomonas aeruginosa		FDAARGOS_532
GCF_003812885.1	Pseudomonas aeruginosa		FDAARGOS_571
GCF_003812905.1	Pseudomonas aeruginosa		FDAARGOS_501
GCF_003813005.1	Pseudomonas aeruginosa		FDAARGOS_505
GCF_003813025.1	Pseudomonas aeruginosa		FDAARGOS_570
GCF_003950015.1	Pseudomonas aeruginosa		IMP-13
GCF_003950255.1	Pseudomonas aeruginosa		SP4371
GCF_003952325.1	Pseudomonas aeruginosa		B17932
GCF_003952745.1	Pseudomonas aeruginosa		PGN5
GCF_003952765.1	Pseudomonas aeruginosa		PGN4
GCF_003957825.1	Pseudomonas aeruginosa		GIMC5015:PAKB6
GCF_003991465.1	Pseudomonas aeruginosa		SP4527
GCF_004000495.1	Pseudomonas aeruginosa		GIMC5016:PA1840
GCF_004010895.1	Pseudomonas aeruginosa		LW
GCF_004014755.1	Pseudomonas aeruginosa		PA0750
GCF_004102665.1	Pseudomonas aeruginosa		PAO1161
GCF_004193735.1	Pseudomonas aeruginosa		1334/14
GCF_004291075.1	Pseudomonas aeruginosa		E80
GCF_004346985.1	Pseudomonas aeruginosa		PA-VAP-3
GCF_004347005.1	Pseudomonas aeruginosa		PA-VAP-1
GCF_004347025.1	Pseudomonas aeruginosa		PA-VAP-2
GCF_004347045.1	Pseudomonas aeruginosa		PA-VAP-4
GCF_004355125.1	Pseudomonas aeruginosa		AES1M
GCF_004355145.1	Pseudomonas aeruginosa		AES1R
GCF_004769055.1	Pseudomonas aeruginosa		AJ D 2
GCF_005154325.1	Pseudomonas aeruginosa		PRD-10
GCF_005305005.1	Pseudomonas aeruginosa		PA298
GCF_006364735.1	Pseudomonas aeruginosa		FDAARGOS_767
GCF_006364795.1	Pseudomonas aeruginosa		FDAARGOS_610
GCF_006971785.1	Pseudomonas aeruginosa		AZPAE15042
GCF_007559065.1	Pseudomonas aeruginosa		60503
GCF_007559085.1	Pseudomonas aeruginosa		A681
GCF_007559105.1	Pseudomonas aeruginosa		519119
GCF_007559125.1	Pseudomonas aeruginosa		243931
GCF_007566955.1	Pseudomonas aeruginosa		SCAID WND2-2019
GCF_007567125.1	Pseudomonas aeruginosa		SCAID WND3-2019
GCF_007567285.1	Pseudomonas aeruginosa		SCAID WND1-2019
GCF_007833895.1	Pseudomonas aeruginosa		C79
GCF_008033725.1	Pseudomonas aeruginosa		IMP67
GCF_008033745.1	Pseudomonas aeruginosa		IMP68
GCF_008033765.1	Pseudomonas aeruginosa		IMP66
GCF_008195485.1	Pseudomonas aeruginosa		CCUG 51971
GCF_008245185.1	Pseudomonas aeruginosa		HOU1
GCF_008330985.1	Pseudomonas aeruginosa		GIMC5001:PAT-23
GCF_008370085.1	Pseudomonas aeruginosa		GIMC5002:PAT-169
GCF_008705235.1	Pseudomonas aeruginosa		E90
GCF_009497675.1	Pseudomonas aeruginosa		PA59
GCF_009648875.1	Pseudomonas aeruginosa		CFSAN084950
GCF_009662315.1	Pseudomonas aeruginosa		AG1
GCF_009664165.1	Pseudomonas aeruginosa		ST773
GCF_009676765.1	Pseudomonas aeruginosa		1811-13R031
GCF_009676785.1	Pseudomonas aeruginosa		1811-18R001
GCF_009676885.1	Pseudomonas aeruginosa		KRP1
GCF_009720405.1	Pseudomonas aeruginosa		T2436
GCF_009720425.1	Pseudomonas aeruginosa		T2101
GCF_009799985.1	Pseudomonas aeruginosa		delta6_2
GCF_009800005.1	Pseudomonas aeruginosa		delta6_3
GCF_009800025.1	Pseudomonas aeruginosa		delta6_4
GCF_009800045.1	Pseudomonas aeruginosa		delta6_5
GCF_009800065.1	Pseudomonas aeruginosa		delta6_6
GCF_009800085.1	Pseudomonas aeruginosa		delta10
GCF_009800105.1	Pseudomonas aeruginosa		Cas9_1
GCF_009800125.1	Pseudomonas aeruginosa		Cas9_2
GCF_009800145.1	Pseudomonas aeruginosa		Environ_1
GCF_009800165.1	Pseudomonas aeruginosa		Environ_2
GCF_009867055.1	Pseudomonas aeruginosa		YB01
GCF_009905195.1	Pseudomonas aeruginosa		INP-43
GCF_009911735.1	Pseudomonas aeruginosa		RD1-3
GCF_011045375.1	Pseudomonas aeruginosa		MS14403
GCF_011106815.1	Pseudomonas aeruginosa		PAG5
GCF_011466835.1	Pseudomonas aeruginosa		CF39S
GCF_012276675.1	Pseudomonas aeruginosa		CMC-115
GCF_012935295.1	Pseudomonas aeruginosa		AA2
GCF_012971705.1	Pseudomonas aeruginosa		LYT4
GCF_013114915.1	Pseudomonas aeruginosa		GIMC5019:PA52Ts1
GCF_013114935.1	Pseudomonas aeruginosa		GIMC5020:PA52Ts2
GCF_013114955.1	Pseudomonas aeruginosa		GIMC5021:PA52Ts17
GCF_013122735.1	Pseudomonas aeruginosa		Ps33
GCF_013200975.1	Pseudomonas aeruginosa		SCAID PHRX1-2019
GCF_013201015.1	Pseudomonas aeruginosa		K19PSE24
GCF_013201095.1	Pseudomonas aeruginosa		PAC6
GCF_013201115.1	Pseudomonas aeruginosa		PAC1
GCF_013255565.1	Pseudomonas aeruginosa		PSE6684
GCF_013260445.1	Pseudomonas aeruginosa		YD001
GCF_013305645.2	Pseudomonas aeruginosa		YT12746
GCF_013305765.1	Pseudomonas aeruginosa		LIUYANG-E
GCF_013305815.1	Pseudomonas aeruginosa		LIUYANG-C
GCF_013305845.1	Pseudomonas aeruginosa		LIUYANG-A
GCF_013341295.1	Pseudomonas aeruginosa		PAAK088
GCF_013341315.1	Pseudomonas aeruginosa		PAAK095
GCF_013343315.1	Pseudomonas aeruginosa		DVT729
GCF_013343335.1	Pseudomonas aeruginosa		DVT429
GCF_013343355.1	Pseudomonas aeruginosa		DVT427
GCF_013343375.1	Pseudomonas aeruginosa		DVT425
GCF_013343395.1	Pseudomonas aeruginosa		DVT423
GCF_013343415.1	Pseudomonas aeruginosa		DVT421
GCF_013343435.1	Pseudomonas aeruginosa		DVT419
GCF_013343455.1	Pseudomonas aeruginosa		DVT417
GCF_013343475.1	Pseudomonas aeruginosa		DVT779
GCF_013343495.1	Pseudomonas aeruginosa		DVT414
GCF_013343515.1	Pseudomonas aeruginosa		DVT413
GCF_013343535.1	Pseudomonas aeruginosa		DVT412
GCF_013343555.1	Pseudomonas aeruginosa		DVT410
GCF_013343575.1	Pseudomonas aeruginosa		DVT401
GCF_013347245.1	Pseudomonas aeruginosa		CDN118
GCF_013375755.1	Pseudomonas aeruginosa		PABCH05
GCF_013375775.1	Pseudomonas aeruginosa		PABCH09
GCF_013375795.1	Pseudomonas aeruginosa		PABCH13
GCF_013375815.1	Pseudomonas aeruginosa		PABCH10
GCF_013375835.1	Pseudomonas aeruginosa		PABCH45
GCF_013375855.1	Pseudomonas aeruginosa		PABCH14
GCF_013375875.1	Pseudomonas aeruginosa		PABCH46
GCF_013375895.1	Pseudomonas aeruginosa		PABCH42
GCF_013375915.1	Pseudomonas aeruginosa		PABCH01
GCF_013376775.1	Pseudomonas aeruginosa		CDN129
GCF_013393665.2	Pseudomonas aeruginosa		SE5331
GCF_013393685.1	Pseudomonas aeruginosa		SE5369
GCF_013393705.1	Pseudomonas aeruginosa		SE5416
GCF_013394455.1	Pseudomonas aeruginosa		SE5443
GCF_013394475.2	Pseudomonas aeruginosa		SE5458
GCF_013395035.1	Pseudomonas aeruginosa		B18
GCF_013414905.1	Pseudomonas aeruginosa		UAB2PBS
GCF_013414925.1	Pseudomonas aeruginosa		UAB2CT
GCF_013414945.1	Pseudomonas aeruginosa		PAO1PBS
GCF_013414965.1	Pseudomonas aeruginosa		PAO1CT
GCF_013414985.1	Pseudomonas aeruginosa		P4PBS
